ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
11,Memphis,Memphis Open,2/19/17,ATP250,Indoor,Hard,The Final,3,Harrison R.,Basilashvili N.,62,67,746,714,6,1,6,4,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/17,ATP500,Indoor,Hard,1st Round,3,Herbert P.H.,Lopez F.,109,31,530,1330,7,6,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/17,ATP500,Indoor,Hard,1st Round,3,Haase R.,Mayer F.,57,46,808,913,7,5,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/17,ATP500,Indoor,Hard,1st Round,3,Donskoy E.,Granollers M.,132,40,446,1068,6,4,6,4,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/17,ATP500,Indoor,Hard,1st Round,3,Berdych T.,Copil M.,13,130,2790,447,7,6,6,4,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/13/17,ATP500,Indoor,Hard,1st Round,3,Istomin D.,Bedene A.,76,105,668,567,6,3,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/17,ATP500,Indoor,Hard,1st Round,3,Kohlschreiber P.,Pouille L.,33,17,1270,2131,7,5,6,2,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/17,ATP500,Indoor,Hard,1st Round,3,Simon G.,Mahut N.,24,52,1470,850,3,6,6,3,6,4,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/17,ATP500,Indoor,Hard,1st Round,3,Muller G.,Griekspoor T.,28,317,1370,156,6,3,6,2,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/17,ATP500,Indoor,Hard,1st Round,3,Klizan M.,Verdasco F.,73,39,685,1070,6,4,0,6,6,1,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/17,ATP500,Indoor,Hard,1st Round,3,Tsonga J.W.,Tsitsipas S.,14,205,2730,268,6,4,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/17,ATP500,Indoor,Hard,1st Round,3,Cilic M.,Paire B.,7,42,3470,1040,5,7,6,3,6,2,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/14/17,ATP500,Indoor,Hard,1st Round,3,Coric B.,Khachanov K.,61,48,750,904,7,6,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/17,ATP500,Indoor,Hard,1st Round,3,Goffin D.,Kuznetsov An.,11,54,3035,835,6,3,6,2,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/17,ATP500,Indoor,Hard,1st Round,3,Gasquet R.,Troicki V.,19,38,1875,1075,6,4,6,2,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/17,ATP500,Indoor,Hard,1st Round,3,Dimitrov G.,Zverev M.,12,34,2925,1238,6,7,6,2,6,4,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/17,ATP500,Indoor,Hard,1st Round,3,Thiem D.,Zverev A.,8,18,3405,1895,3,6,6,3,6,4,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/17,ATP500,Indoor,Hard,2nd Round,3,Herbert P.H.,Donskoy E.,109,132,530,446,6,2,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/17,ATP500,Indoor,Hard,2nd Round,3,Klizan M.,Kohlschreiber P.,73,33,685,1270,6,7,6,4,6,1,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/15/17,ATP500,Indoor,Hard,2nd Round,3,Tsonga J.W.,Muller G.,14,28,2730,1370,6,4,6,2,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/17,ATP500,Indoor,Hard,2nd Round,3,Berdych T.,Gasquet R.,13,19,2790,1875,7,6,6,1,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/17,ATP500,Indoor,Hard,2nd Round,3,Cilic M.,Coric B.,7,61,3470,750,6,1,2,6,6,4,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/17,ATP500,Indoor,Hard,2nd Round,3,Goffin D.,Haase R.,11,57,3035,808,5,7,6,4,6,4,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/17,ATP500,Indoor,Hard,2nd Round,3,Dimitrov G.,Istomin D.,12,76,2925,668,7,6,6,1,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/16/17,ATP500,Indoor,Hard,2nd Round,3,Thiem D.,Simon G.,8,24,3405,1470,6,4,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/17/17,ATP500,Indoor,Hard,Quarterfinals,3,Berdych T.,Klizan M.,13,73,2790,685,6,3,6,3,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/17/17,ATP500,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Cilic M.,14,7,2730,3470,7,6,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/17/17,ATP500,Indoor,Hard,Quarterfinals,3,Goffin D.,Dimitrov G.,11,12,3035,2925,6,4,1,6,6,3,,,,,2,1,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/17/17,ATP500,Indoor,Hard,Quarterfinals,3,Herbert P.H.,Thiem D.,109,8,530,3405,6,4,7,6,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/18/17,ATP500,Indoor,Hard,Semifinals,3,Tsonga J.W.,Berdych T.,14,13,2730,2790,6,3,6,4,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/18/17,ATP500,Indoor,Hard,Semifinals,3,Goffin D.,Herbert P.H.,11,109,3035,530,6,1,6,3,,,,,,,2,0,Completed
12,Rotterdam,ABN AMRO World Tennis Tournament,2/19/17,ATP500,Indoor,Hard,The Final,3,Tsonga J.W.,Goffin D.,14,11,2730,3035,4,6,6,4,6,1,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/20/17,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,Mannarino A.,49,60,898,791,6,3,6,0,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/20/17,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Sela D.,35,74,1135,686,6,2,2,1,,,,,,,1,0,Retired
13,Delray Beach,Delray Beach Open,2/20/17,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Coppejans K.,91,204,609,269,6,3,6,3,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/20/17,ATP250,Outdoor,Hard,1st Round,3,Lu Y.H.,Fratangelo B.,63,109,780,527,4,6,7,5,6,4,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,Santillan A.,112,193,516,289,6,4,6,4,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Brown D.,99,84,595,651,6,3,6,3,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,Kravchuk K.,79,95,662,604,6,3,6,4,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Sock J.,Albot R.,21,89,1855,623,6,4,7,6,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Darcis S.,Tomic B.,57,31,842,1285,3,6,6,1,6,4,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Coric B.,Giraldo S.,59,103,795,567,6,2,6,3,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Raonic M.,Smyczek T.,4,164,4930,345,6,1,6,4,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Donaldson J.,Kukushkin M.,100,78,594,663,7,6,3,6,6,3,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Kozlov S.,26,115,1370,496,6,1,6,4,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Young D.,Karlovic I.,69,20,726,1875,7,6,7,6,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/21/17,ATP250,Outdoor,Hard,1st Round,3,Basilashvili N.,Haas T.,53,1024,858,10,6,7,7,6,6,2,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/22/17,ATP250,Outdoor,Hard,1st Round,3,Del Potro J.M.,Anderson K.,42,75,1020,680,6,4,6,4,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/23/17,ATP250,Outdoor,Hard,2nd Round,3,Sock J.,Garcia-Lopez G.,21,99,1855,595,6,4,6,1,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/23/17,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,Nishioka Y.,26,91,1370,609,6,4,6,1,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/23/17,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,Lu Y.H.,49,63,898,780,6,3,3,6,6,2,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/23/17,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Coric B.,4,59,4930,795,6,3,7,6,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/23/17,ATP250,Outdoor,Hard,2nd Round,3,Darcis S.,Basilashvili N.,57,53,842,858,6,3,7,5,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/23/17,ATP250,Outdoor,Hard,2nd Round,3,Querrey S.,Donaldson J.,35,100,1135,594,6,2,6,3,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/23/17,ATP250,Outdoor,Hard,2nd Round,3,Young D.,Fritz T.,69,112,726,516,4,6,6,3,6,4,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/24/17,ATP250,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Dzumhur D.,42,79,1020,662,7,6,4,6,6,3,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/24/17,ATP250,Outdoor,Hard,Quarterfinals,3,Young D.,Darcis S.,69,57,726,842,,,,,,,,,,,,,Walkover
13,Delray Beach,Delray Beach Open,2/24/17,ATP250,Outdoor,Hard,Quarterfinals,3,Sock J.,Johnson S.,21,26,1855,1370,6,4,7,6,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/24/17,ATP250,Outdoor,Hard,Quarterfinals,3,Raonic M.,Edmund K.,4,49,4930,898,4,6,6,3,6,4,,,,,2,1,Completed
13,Delray Beach,Delray Beach Open,2/25/17,ATP250,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Querrey S.,42,35,1020,1135,7,5,7,5,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/25/17,ATP250,Outdoor,Hard,Semifinals,3,Sock J.,Young D.,21,69,1855,726,6,4,7,6,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/26/17,ATP250,Outdoor,Hard,Semifinals,3,Raonic M.,Del Potro J.M.,4,42,4930,1020,6,3,7,6,,,,,,,2,0,Completed
13,Delray Beach,Delray Beach Open,2/26/17,ATP250,Outdoor,Hard,The Final,3,Sock J.,Raonic M.,21,4,1855,4930,,,,,,,,,,,,,Walkover
14,Marseille,Open 13,2/20/17,ATP250,Indoor,Hard,1st Round,3,Youzhny M.,Tsitsipas S.,87,205,631,268,6,1,4,6,7,5,,,,,2,1,Completed
14,Marseille,Open 13,2/20/17,ATP250,Indoor,Hard,1st Round,3,Jaziri M.,Kuznetsov An.,47,61,908,790,6,3,6,3,,,,,,,2,0,Completed
14,Marseille,Open 13,2/20/17,ATP250,Indoor,Hard,1st Round,3,Simon G.,Khachanov K.,23,48,1495,904,4,6,7,5,6,3,,,,,2,1,Completed
14,Marseille,Open 13,2/21/17,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,Chardy J.,62,77,786,670,6,3,7,5,,,,,,,2,0,Completed
14,Marseille,Open 13,2/21/17,ATP250,Indoor,Hard,1st Round,3,Marchenko I.,Rublev A.,93,111,604,518,6,1,7,6,,,,,,,2,0,Completed
14,Marseille,Open 13,2/21/17,ATP250,Indoor,Hard,1st Round,3,Bedene A.,Mathieu P.H.,102,101,577,578,3,6,6,1,6,4,,,,,2,1,Completed
14,Marseille,Open 13,2/21/17,ATP250,Indoor,Hard,1st Round,3,Gombos N.,Donskoy E.,128,117,455,491,6,1,6,1,,,,,,,2,0,Completed
14,Marseille,Open 13,2/21/17,ATP250,Indoor,Hard,1st Round,3,Benneteau J.,Shapovalov D.,120,255,482,205,7,5,6,4,,,,,,,2,0,Completed
14,Marseille,Open 13,2/21/17,ATP250,Indoor,Hard,1st Round,3,Stakhovsky S.,Vesely J.,107,55,535,848,6,2,6,4,,,,,,,2,0,Completed
14,Marseille,Open 13,2/21/17,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Haase R.,19,58,1875,833,6,7,6,3,6,2,,,,,2,1,Completed
14,Marseille,Open 13,2/21/17,ATP250,Indoor,Hard,1st Round,3,Mahut N.,Zverev A.,54,18,850,1895,7,6,7,6,,,,,,,2,0,Completed
14,Marseille,Open 13,2/22/17,ATP250,Indoor,Hard,1st Round,3,Medvedev D.,Paire B.,64,41,779,1040,5,7,7,5,7,6,,,,,2,1,Completed
14,Marseille,Open 13,2/22/17,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Benneteau J.,23,120,1495,482,6,2,2,6,6,3,,,,,2,1,Completed
14,Marseille,Open 13,2/22/17,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,Youzhny M.,19,87,1875,631,7,5,6,2,,,,,,,2,0,Completed
14,Marseille,Open 13,2/22/17,ATP250,Indoor,Hard,2nd Round,3,Kyrgios N.,Jaziri M.,16,47,2165,908,6,4,6,2,,,,,,,2,0,Completed
14,Marseille,Open 13,2/22/17,ATP250,Indoor,Hard,2nd Round,3,Pouille L.,Bedene A.,17,102,2131,577,7,5,7,5,,,,,,,2,0,Completed
14,Marseille,Open 13,2/23/17,ATP250,Indoor,Hard,2nd Round,3,Medvedev D.,Struff J.L.,64,62,779,786,6,3,3,6,7,6,,,,,2,1,Completed
14,Marseille,Open 13,2/23/17,ATP250,Indoor,Hard,2nd Round,3,Gombos N.,Mahut N.,128,54,455,850,7,5,3,6,7,6,,,,,2,1,Completed
14,Marseille,Open 13,2/23/17,ATP250,Indoor,Hard,2nd Round,3,Tsonga J.W.,Marchenko I.,11,93,3230,604,6,3,6,3,,,,,,,2,0,Completed
14,Marseille,Open 13,2/23/17,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,Stakhovsky S.,12,107,3145,535,6,1,6,4,,,,,,,2,0,Completed
14,Marseille,Open 13,2/24/17,ATP250,Indoor,Hard,Quarterfinals,3,Kyrgios N.,Gombos N.,16,128,2165,455,6,3,6,3,,,,,,,2,0,Completed
14,Marseille,Open 13,2/24/17,ATP250,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Simon G.,11,23,3230,1495,6,4,6,1,,,,,,,2,0,Completed
14,Marseille,Open 13,2/24/17,ATP250,Indoor,Hard,Quarterfinals,3,Pouille L.,Medvedev D.,17,64,2131,779,4,6,6,1,6,4,,,,,2,1,Completed
14,Marseille,Open 13,2/24/17,ATP250,Indoor,Hard,Quarterfinals,3,Gasquet R.,Monfils G.,19,12,1875,3145,6,7,6,4,6,2,,,,,2,1,Completed
14,Marseille,Open 13,2/25/17,ATP250,Indoor,Hard,Semifinals,3,Tsonga J.W.,Kyrgios N.,11,16,3230,2165,7,6,2,6,6,4,,,,,2,1,Completed
14,Marseille,Open 13,2/25/17,ATP250,Indoor,Hard,Semifinals,3,Pouille L.,Gasquet R.,17,19,2131,1875,7,5,6,3,,,,,,,2,0,Completed
14,Marseille,Open 13,2/26/17,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Pouille L.,11,17,3230,2131,6,4,6,4,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/20/17,ATP500,Outdoor,Clay,1st Round,3,Lajovic D.,Bagnis F.,97,82,597,657,6,4,6,4,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/20/17,ATP500,Outdoor,Clay,1st Round,3,Ruud C.,Dutra Silva R.,208,439,258,92,6,3,6,4,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/20/17,ATP500,Outdoor,Clay,1st Round,3,Schwartzman D.,Olivo R.,51,92,865,605,6,2,3,6,6,4,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/20/17,ATP500,Outdoor,Clay,1st Round,3,Kicker N.,Cecchinato M.,123,194,472,288,7,5,6,0,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/20/17,ATP500,Outdoor,Clay,1st Round,3,De Greef A.,Cuevas P.,138,30,421,1290,6,3,3,6,7,5,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,Sousa J.,132,39,446,1055,6,3,6,1,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,Elias G.,85,86,645,641,2,6,7,6,6,4,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Fognini F.,Robredo T.,45,471,955,82,6,2,6,4,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Robert S.,25,80,1400,660,6,2,6,0,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Delbonis F.,Lorenzi P.,52,40,860,1052,4,6,6,1,6,4,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Carreno Busta P.,Souza J.,24,131,1495,449,6,3,6,2,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Zeballos H.,Berlocq C.,73,66,686,746,6,2,6,3,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Bellucci T.,Nishikori K.,76,5,676,4730,6,4,6,3,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Dolgopolov O.,Ferrer D.,50,29,875,1310,6,4,6,4,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/21/17,ATP500,Outdoor,Clay,1st Round,3,Estrella Burgos V.,Pella G.,94,162,604,350,6,2,7,5,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/22/17,ATP500,Outdoor,Clay,1st Round,3,Thiem D.,Tipsarevic J.,8,96,3375,603,6,4,7,5,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/22/17,ATP500,Outdoor,Clay,2nd Round,3,Kicker N.,De Greef A.,123,138,472,421,6,3,6,3,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/22/17,ATP500,Outdoor,Clay,2nd Round,3,Schwartzman D.,Delbonis F.,51,52,865,860,6,4,7,6,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/22/17,ATP500,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Fognini F.,25,45,1400,955,6,2,6,3,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/22/17,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,Lajovic D.,8,97,3375,597,6,2,7,5,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/23/17,ATP500,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Estrella Burgos V.,24,94,1495,604,6,2,4,6,6,2,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/23/17,ATP500,Outdoor,Clay,2nd Round,3,Dolgopolov O.,Zeballos H.,50,73,875,686,7,6,4,6,6,4,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/23/17,ATP500,Outdoor,Clay,2nd Round,3,Ruud C.,Carballes Baena R.,208,132,258,446,6,7,6,4,7,6,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/24/17,ATP500,Outdoor,Clay,2nd Round,3,Monteiro T.,Bellucci T.,85,76,645,676,7,6,3,6,6,3,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/24/17,ATP500,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Kicker N.,25,123,1400,472,6,2,6,3,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/24/17,ATP500,Outdoor,Clay,Quarterfinals,3,Thiem D.,Schwartzman D.,8,51,3375,865,6,2,6,3,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/24/17,ATP500,Outdoor,Clay,Quarterfinals,3,Carreno Busta P.,Dolgopolov O.,24,50,1495,875,7,6,6,7,1,0,,,,,1,1,Retired
15,Rio de Janeiro,Rio Open,2/24/17,ATP500,Outdoor,Clay,Quarterfinals,3,Ruud C.,Monteiro T.,208,85,258,645,6,2,7,6,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/25/17,ATP500,Outdoor,Clay,Semifinals,3,Thiem D.,Ramos-Vinolas A.,8,25,3375,1400,6,1,6,4,,,,,,,2,0,Completed
15,Rio de Janeiro,Rio Open,2/25/17,ATP500,Outdoor,Clay,Semifinals,3,Carreno Busta P.,Ruud C.,24,208,1495,258,2,6,7,5,6,0,,,,,2,1,Completed
15,Rio de Janeiro,Rio Open,2/26/17,ATP500,Outdoor,Clay,The Final,3,Thiem D.,Carreno Busta P.,8,24,3375,1495,7,5,6,4,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,2/27/17,ATP500,Outdoor,Hard,1st Round,3,Coric B.,Gomez L.,64,560,770,58,6,1,6,1,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Johnson S.,Isner J.,26,22,1370,1760,6,4,6,4,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Goffin D.,Robert S.,11,80,3245,660,6,1,6,2,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Mannarino A.,Fritz T.,65,136,766,426,3,6,7,6,6,4,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Thompson J.,Lopez F.,79,31,669,1170,2,6,6,3,6,3,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Escobedo E.,Kozlov S.,113,115,511,496,6,1,2,6,6,0,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Cilic M.,Dolgopolov O.,8,60,3410,785,6,3,4,6,6,0,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Lorenzi P.,Lu Y.H.,38,61,1052,783,4,6,6,3,6,4,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Young D.,Tomic B.,63,41,771,985,7,6,,,,,,,,,1,0,Retired
16,Acapulco,Abierto Mexicano,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Querrey S.,Edmund K.,40,45,1000,933,6,2,4,6,6,3,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,1st Round,3,Djokovic N.,Klizan M.,2,62,9735,775,6,3,7,6,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,1st Round,3,Kyrgios N.,Sela D.,17,75,2075,686,3,6,6,3,6,3,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,1st Round,3,Nadal R.,Zverev M.,6,30,4115,1216,6,4,6,3,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,1st Round,3,Thiem D.,Simon G.,9,25,3375,1495,7,6,6,3,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,1st Round,3,Nishioka Y.,Sock J.,86,18,621,2060,3,6,6,2,6,1,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,1st Round,3,Del Potro J.M.,Tiafoe F.,32,89,1110,614,6,4,3,6,7,6,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Querrey S.,Goffin D.,40,11,1000,3245,6,2,6,3,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Kyrgios N.,Young D.,17,63,2075,771,6,2,6,4,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Nishioka Y.,Thompson J.,86,79,621,669,6,4,3,6,6,0,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,3/2/17,ATP500,Outdoor,Hard,2nd Round,3,Cilic M.,Coric B.,8,64,3410,770,6,3,2,6,6,3,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,3/2/17,ATP500,Outdoor,Hard,2nd Round,3,Johnson S.,Escobedo E.,26,113,1370,511,7,6,6,3,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/2/17,ATP500,Outdoor,Hard,2nd Round,3,Nadal R.,Lorenzi P.,6,38,4115,1052,6,1,6,1,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/2/17,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Del Potro J.M.,2,32,9735,1110,4,6,6,4,6,4,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,3/2/17,ATP500,Outdoor,Hard,2nd Round,3,Thiem D.,Mannarino A.,9,65,3375,766,7,5,6,3,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/2/17,ATP500,Outdoor,Hard,Quarterfinals,3,Cilic M.,Johnson S.,8,26,3410,1370,,,,,,,,,,,,,Walkover
16,Acapulco,Abierto Mexicano,3/2/17,ATP500,Outdoor,Hard,Quarterfinals,3,Nadal R.,Nishioka Y.,6,86,4115,621,7,6,6,3,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/3/17,ATP500,Outdoor,Hard,Quarterfinals,3,Querrey S.,Thiem D.,40,9,1000,3375,6,1,7,5,,,,,,,2,0,Completed
